Travel Year,Airline Name,Origin Country / Subregion,Destination Country / Subregion,Seats,,
2014,Adria Airways,Albania,Germany,"1,286",,
2014,Adria Airways,Albania,Slovenia,"2,724",,
2014,Adria Airways,Bosnia and Herzegovina,Slovenia,"1,238",,
2014,Adria Airways,Germany,Albania,"1,288",,
2014,Adria Airways,Germany,Poland,"2,106",,
2014,Adria Airways,Germany,Serbia,"5,616",,
2014,Adria Airways,Macedonia,Slovenia,"2,303",,
2014,Adria Airways,Montenegro,Slovenia,"1,034",,
2014,Adria Airways,Poland,Germany,"2,106",,
2014,Adria Airways,Poland,Slovenia,550,,
2014,Adria Airways,Serbia,Germany,"5,586",,
2014,Adria Airways,Serbia,Slovenia,"2,166",,
2014,Adria Airways,Slovenia,Albania,"2,691",,
2014,Adria Airways,Slovenia,Bosnia and Herzegovina,"1,248",,
2014,Adria Airways,Slovenia,Macedonia,"2,386",,
2014,Adria Airways,Slovenia,Montenegro,"1,032",,
2014,Adria Airways,Slovenia,Poland,550,,
2014,Adria Airways,Slovenia,Serbia,"2,213",,
2014,Aegean Airlines,Albania,Greece,"2,964",,
2014,Aegean Airlines,Bulgaria,Greece,"3,858",,
2014,Aegean Airlines,Georgia,Greece,840,,
2014,Aegean Airlines,Greece,Albania,"2,964",,
2014,Aegean Airlines,Greece,Bulgaria,"3,858",,
2014,Aegean Airlines,Greece,Georgia,840,,
2014,Aegean Airlines,Greece,Hungary,"3,360",,
2014,Aegean Airlines,Greece,Poland,"3,528",,
2014,Aegean Airlines,Greece,Romania,"4,500",,
2014,Aegean Airlines,Greece,Serbia,"2,442",,
2014,Aegean Airlines,Hungary,Greece,"3,360",,
2014,Aegean Airlines,Poland,Greece,"3,528",,
2014,Aegean Airlines,Romania,Greece,"4,500",,
2014,Aegean Airlines,Serbia,Greece,"2,442",,
2014,Aer Lingus,Hungary,Ireland,"3,144",,
2014,Aer Lingus,Ireland,Hungary,"3,144",,
2014,Aer Lingus,Ireland,Poland,"3,306",,
2014,Aer Lingus,Poland,Ireland,"3,306",,
2014,Air Armenia,Armenia,France,453,,
2014,Air Armenia,Armenia,Germany,453,,
2014,Air Armenia,Armenia,Greece,226,,
2014,Air Armenia,France,Armenia,453,,
2014,Air Armenia,Germany,Armenia,453,,
2014,Air Armenia,Greece,Armenia,226,,
2014,Air Baltic,Georgia,Latvia,"1,080",,
2014,Air Baltic,Hungary,Latvia,"1,064",,
2014,Air Baltic,Latvia,Georgia,960,,
2014,Air Baltic,Latvia,Hungary,"1,064",,
2014,Air Baltic,Latvia,Lithuania,"10,710",,
2014,Air Baltic,Latvia,Poland,"1,900",,
2014,Air Baltic,Latvia,Romania,456,,
2014,Air Baltic,Latvia,Slovakia,338,,
2014,Air Baltic,Lithuania,Latvia,"10,906",,
2014,Air Baltic,Lithuania,Netherlands,"2,160",,
2014,Air Baltic,Netherlands,Lithuania,"2,160",,
2014,Air Baltic,Poland,Latvia,"1,976",,
2014,Air Baltic,Romania,Latvia,456,,
2014,Air Baltic,Slovakia,Latvia,338,,
2014,Air France,Armenia,France,"1,264",,
2014,Air France,France,Armenia,"1,422",,
2014,Air France,France,Hungary,"14,298",,
2014,Air France,France,Poland,"15,356",,
2014,Air France,France,Romania,"11,462",,
2014,Air France,Hungary,France,"14,298",,
2014,Air France,Poland,France,"15,356",,
2014,Air France,Romania,France,"11,462",,
2014,Air Italy,Italy,Moldova,"1,512",,
2014,Air Italy,Italy,Romania,800,,
2014,Air Italy,Moldova,Italy,"1,512",,
2014,Air Italy,Romania,Italy,680,,
2014,Air Moldova,Cyprus,Moldova,456,,
2014,Air Moldova,France,Moldova,"1,096",,
2014,Air Moldova,Germany,Moldova,"3,461",,
2014,Air Moldova,Greece,Moldova,456,,
2014,Air Moldova,Ireland,Moldova,526,,
2014,Air Moldova,Italy,Moldova,"12,062",,
2014,Air Moldova,Moldova,Cyprus,456,,
2014,Air Moldova,Moldova,France,"1,096",,
2014,Air Moldova,Moldova,Germany,"3,461",,
2014,Air Moldova,Moldova,Greece,456,,
2014,Air Moldova,Moldova,Ireland,526,,
2014,Air Moldova,Moldova,Italy,"12,062",,
2014,Air Moldova,Moldova,Portugal,456,,
2014,Air Moldova,Moldova,Romania,"1,140",,
2014,Air Moldova,Moldova,Spain,798,,
2014,Air Moldova,Moldova,United Kingdom,"1,341",,
2014,Air Moldova,Portugal,Moldova,456,,
2014,Air Moldova,Romania,Moldova,"1,140",,
2014,Air Moldova,Spain,Moldova,798,,
2014,Air Moldova,United Kingdom,Moldova,"1,341",,
2014,Air Serbia,Austria,Serbia,"4,611",,
2014,Air Serbia,Belgium,Serbia,"3,875",,
2014,Air Serbia,Bulgaria,Serbia,"2,364",,
2014,Air Serbia,Croatia,Serbia,"2,543",,
2014,Air Serbia,Cyprus,Serbia,"1,750",,
2014,Air Serbia,Czech Republic,Serbia,"2,728",,
2014,Air Serbia,Denmark,Serbia,"3,402",,
2014,Air Serbia,France,Serbia,"9,076",,
2014,Air Serbia,Germany,Serbia,"15,532",,
2014,Air Serbia,Greece,Serbia,"8,063",,
2014,Air Serbia,Hungary,Serbia,"1,860",,
2014,Air Serbia,Italy,Serbia,"7,469",,
2014,Air Serbia,Netherlands,Serbia,"5,526",,
2014,Air Serbia,Poland,Serbia,"3,403",,
2014,Air Serbia,Romania,Serbia,"3,875",,
2014,Air Serbia,Serbia,Austria,"4,611",,
2014,Air Serbia,Serbia,Belgium,"3,875",,
2014,Air Serbia,Serbia,Bulgaria,"2,364",,
2014,Air Serbia,Serbia,Croatia,"2,543",,
2014,Air Serbia,Serbia,Cyprus,"1,625",,
2014,Air Serbia,Serbia,Czech Republic,"2,728",,
2014,Air Serbia,Serbia,Denmark,"3,402",,
2014,Air Serbia,Serbia,France,"9,050",,
2014,Air Serbia,Serbia,Germany,"15,532",,
2014,Air Serbia,Serbia,Greece,"8,063",,
2014,Air Serbia,Serbia,Hungary,"1,860",,
2014,Air Serbia,Serbia,Italy,"7,469",,
2014,Air Serbia,Serbia,Netherlands,"5,526",,
2014,Air Serbia,Serbia,Poland,"3,403",,
2014,Air Serbia,Serbia,Romania,"3,875",,
2014,Air Serbia,Serbia,Slovenia,"3,162",,
2014,Air Serbia,Serbia,Sweden,"3,455",,
2014,Air Serbia,Serbia,Switzerland,"8,323",,
2014,Air Serbia,Serbia,United Kingdom,"4,421",,
2014,Air Serbia,Slovenia,Serbia,"3,162",,
2014,Air Serbia,Sweden,Serbia,"3,455",,
2014,Air Serbia,Switzerland,Serbia,"8,323",,
2014,Air Serbia,United Kingdom,Serbia,"4,421",,
2014,Air Thanlwin,Serbia,United Kingdom,600,,
2014,Air Thanlwin,United Kingdom,Serbia,600,,
2014,Alaska Air Transit,Albania,Italy,"13,857",,
2014,Alaska Air Transit,Italy,Albania,"13,857",,
2014,Austrian,Albania,Austria,"6,424",,
2014,Austrian,Armenia,Austria,"2,850",,
2014,Austrian,Austria,Albania,"6,324",,
2014,Austrian,Austria,Armenia,"2,682",,
2014,Austrian,Austria,Bosnia and Herzegovina,"4,666",,
2014,Austrian,Austria,Bulgaria,"17,792",,
2014,Austrian,Austria,Hungary,"5,636",,
2014,Austrian,Austria,Lithuania,"2,780",,
2014,Austrian,Austria,Macedonia,"4,962",,
2014,Austrian,Austria,Moldova,"3,740",,
2014,Austrian,Austria,Montenegro,"1,596",,
2014,Austrian,Austria,Poland,"8,740",,
2014,Austrian,Austria,Romania,"20,236",,
2014,Austrian,Austria,Serbia,"11,582",,
2014,Austrian,Austria,Slovakia,"2,964",,
2014,Austrian,Bosnia and Herzegovina,Austria,"4,746",,
2014,Austrian,Bulgaria,Austria,"17,930",,
2014,Austrian,Hungary,Austria,"5,716",,
2014,Austrian,Lithuania,Austria,"2,780",,
2014,Austrian,Macedonia,Austria,"5,062",,
2014,Austrian,Moldova,Austria,"3,816",,
2014,Austrian,Montenegro,Austria,"1,596",,
2014,Austrian,Poland,Austria,"8,816",,
2014,Austrian,Romania,Austria,"20,404",,
2014,Austrian,Serbia,Austria,"11,644",,
2014,Austrian,Slovakia,Austria,"3,040",,
2014,BBN Airlines Indonesia,Belgium,Romania,"4,642",,
2014,BBN Airlines Indonesia,Cyprus,Romania,"2,106",,
2014,BBN Airlines Indonesia,France,Romania,"3,994",,
2014,BBN Airlines Indonesia,Germany,Romania,"4,022",,
2014,BBN Airlines Indonesia,Ireland,Romania,"2,240",,
2014,BBN Airlines Indonesia,Italy,Romania,"23,170",,
2014,BBN Airlines Indonesia,Romania,Belgium,"4,642",,
2014,BBN Airlines Indonesia,Romania,Cyprus,"2,106",,
2014,BBN Airlines Indonesia,Romania,France,"3,994",,
2014,BBN Airlines Indonesia,Romania,Germany,"4,022",,
2014,BBN Airlines Indonesia,Romania,Ireland,"2,240",,
2014,BBN Airlines Indonesia,Romania,Italy,"23,170",,
2014,BBN Airlines Indonesia,Romania,Romania,"3,888",,
2014,BBN Airlines Indonesia,Romania,Spain,"8,058",,
2014,BBN Airlines Indonesia,Romania,United Kingdom,"7,586",,
2014,BBN Airlines Indonesia,Spain,Romania,"8,058",,
2014,BBN Airlines Indonesia,United Kingdom,Romania,"7,586",,
2014,Belair Airlines,Macedonia,Switzerland,720,,
2014,Belair Airlines,Serbia,Switzerland,"3,030",,
2014,Belair Airlines,Switzerland,Macedonia,720,,
2014,Belair Airlines,Switzerland,Serbia,"3,030",,
2014,Belavia,Hungary,Serbia,568,,
2014,Belavia,Serbia,Hungary,568,,
2014,British Airways,Albania,United Kingdom,"2,491",,
2014,British Airways,Bulgaria,United Kingdom,"5,097",,
2014,British Airways,Hungary,United Kingdom,"14,280",,
2014,British Airways,Poland,United Kingdom,"10,080",,
2014,British Airways,Romania,United Kingdom,"10,088",,
2014,British Airways,United Kingdom,Albania,"2,491",,
2014,British Airways,United Kingdom,Bulgaria,"5,097",,
2014,British Airways,United Kingdom,Hungary,"14,280",,
2014,British Airways,United Kingdom,Poland,"10,080",,
2014,British Airways,United Kingdom,Romania,"10,094",,
2014,Brussels Airlines,Belgium,Hungary,"9,816",,
2014,Brussels Airlines,Belgium,Lithuania,"2,072",,
2014,Brussels Airlines,Belgium,Poland,"6,604",,
2014,Brussels Airlines,Hungary,Belgium,"9,816",,
2014,Brussels Airlines,Lithuania,Belgium,"2,072",,
2014,Brussels Airlines,Poland,Belgium,"6,701",,
2014,Bulgaria Air,Austria,Bulgaria,"2,368",,
2014,Bulgaria Air,Belgium,Bulgaria,"3,650",,
2014,Bulgaria Air,Bulgaria,Austria,"2,368",,
2014,Bulgaria Air,Bulgaria,Belgium,"3,650",,
2014,Bulgaria Air,Bulgaria,Bulgaria,"18,072",,
2014,Bulgaria Air,Bulgaria,Cyprus,"1,404",,
2014,Bulgaria Air,Bulgaria,Czech Republic,"1,836",,
2014,Bulgaria Air,Bulgaria,France,"4,074",,
2014,Bulgaria Air,Bulgaria,Germany,"5,017",,
2014,Bulgaria Air,Bulgaria,Greece,"1,728",,
2014,Bulgaria Air,Bulgaria,Italy,"4,075",,
2014,Bulgaria Air,Bulgaria,Netherlands,"4,146",,
2014,Bulgaria Air,Bulgaria,Spain,"5,829",,
2014,Bulgaria Air,Bulgaria,Switzerland,"1,778",,
2014,Bulgaria Air,Bulgaria,United Kingdom,"3,389",,
2014,Bulgaria Air,Cyprus,Bulgaria,"1,404",,
2014,Bulgaria Air,Czech Republic,Bulgaria,"1,836",,
2014,Bulgaria Air,France,Bulgaria,"4,074",,
2014,Bulgaria Air,Germany,Bulgaria,"4,909",,
2014,Bulgaria Air,Greece,Bulgaria,"1,620",,
2014,Bulgaria Air,Italy,Bulgaria,"4,075",,
2014,Bulgaria Air,Macedonia,Bulgaria,108,,
2014,Bulgaria Air,Netherlands,Bulgaria,"4,146",,
2014,Bulgaria Air,Spain,Bulgaria,"5,829",,
2014,Bulgaria Air,Switzerland,Bulgaria,"1,778",,
2014,Bulgaria Air,United Kingdom,Bulgaria,"3,389",,
2014,Croatia Airlines,Bosnia and Herzegovina,Croatia,"4,028",,
2014,Croatia Airlines,Croatia,Bosnia and Herzegovina,"3,952",,
2014,Croatia Airlines,Croatia,Macedonia,"2,332",,
2014,Croatia Airlines,Croatia,Serbia,684,,
2014,Croatia Airlines,Macedonia,Croatia,"2,408",,
2014,Croatia Airlines,Serbia,Croatia,760,,
2014,Czech Airlines,Czech Republic,Hungary,"2,851",,
2014,Czech Airlines,Czech Republic,Poland,"2,456",,
2014,Czech Airlines,Czech Republic,Romania,"2,244",,
2014,Czech Airlines,Czech Republic,Slovakia,"3,093",,
2014,Czech Airlines,Hungary,Czech Republic,"2,851",,
2014,Czech Airlines,Poland,Czech Republic,"2,456",,
2014,Czech Airlines,Romania,Czech Republic,"2,244",,
2014,Czech Airlines,Slovakia,Czech Republic,"3,170",,
2014,Czech Airlines,Slovakia,Slovakia,"2,028",,
2014,EasyJet,Bulgaria,Germany,"1,560",,
2014,EasyJet,Bulgaria,United Kingdom,"9,204",,
2014,EasyJet,France,Hungary,"2,964",,
2014,EasyJet,France,Poland,"4,056",,
2014,EasyJet,Germany,Bulgaria,"1,560",,
2014,EasyJet,Germany,Hungary,"3,660",,
2014,EasyJet,Germany,Poland,"2,028",,
2014,EasyJet,Hungary,France,"2,964",,
2014,EasyJet,Hungary,Germany,"3,660",,
2014,EasyJet,Hungary,Switzerland,"7,824",,
2014,EasyJet,Hungary,United Kingdom,"6,552",,
2014,EasyJet,Italy,Serbia,"2,496",,
2014,EasyJet,Poland,France,"4,056",,
2014,EasyJet,Poland,Germany,"2,028",,
2014,EasyJet,Poland,Switzerland,"1,716",,
2014,EasyJet,Poland,United Kingdom,"13,392",,
2014,EasyJet,Romania,United Kingdom,"2,496",,
2014,EasyJet,Serbia,Italy,"2,496",,
2014,EasyJet,Serbia,Switzerland,"8,172",,
2014,EasyJet,Switzerland,Hungary,"7,824",,
2014,EasyJet,Switzerland,Poland,"1,716",,
2014,EasyJet,Switzerland,Serbia,"8,172",,
2014,EasyJet,United Kingdom,Bulgaria,"9,204",,
2014,EasyJet,United Kingdom,Hungary,"6,552",,
2014,EasyJet,United Kingdom,Poland,"13,392",,
2014,EasyJet,United Kingdom,Romania,"2,496",,
2014,European Cargo,Poland,France,189,,
2014,Finnair,Finland,Hungary,"5,370",,
2014,Finnair,Finland,Lithuania,"4,460",,
2014,Finnair,Finland,Poland,"5,248",,
2014,Finnair,Hungary,Finland,"5,370",,
2014,Finnair,Lithuania,Finland,"4,460",,
2014,Finnair,Poland,Finland,"5,248",,
2014,Georgian Airways,Austria,Georgia,400,,
2014,Georgian Airways,Georgia,Austria,400,,
2014,Georgian Airways,Georgia,Netherlands,"1,056",,
2014,Georgian Airways,Netherlands,Georgia,"1,056",,
2014,Germanwings,Bosnia and Herzegovina,Germany,"2,502",,
2014,Germanwings,Germany,Bosnia and Herzegovina,"2,502",,
2014,Germanwings,Germany,Hungary,"16,140",,
2014,Germanwings,Germany,Poland,"11,244",,
2014,Germanwings,Germany,Romania,"2,160",,
2014,Germanwings,Germany,Serbia,"4,776",,
2014,Germanwings,Hungary,Germany,"16,140",,
2014,Germanwings,Poland,Germany,"11,244",,
2014,Germanwings,Romania,Germany,"2,160",,
2014,Germanwings,Serbia,Germany,"4,776",,
2014,ITA Airways,Albania,Italy,"30,916",,
2014,ITA Airways,Bulgaria,Italy,"1,944",,
2014,ITA Airways,Hungary,Italy,"5,710",,
2014,ITA Airways,Italy,Albania,"30,742",,
2014,ITA Airways,Italy,Bulgaria,"1,944",,
2014,ITA Airways,Italy,Hungary,"5,710",,
2014,ITA Airways,Italy,Macedonia,"2,388",,
2014,ITA Airways,Italy,Montenegro,858,,
2014,ITA Airways,Italy,Poland,"8,138",,
2014,ITA Airways,Italy,Romania,"12,094",,
2014,ITA Airways,Italy,Serbia,"3,888",,
2014,ITA Airways,Macedonia,Italy,"2,476",,
2014,ITA Airways,Montenegro,Italy,858,,
2014,ITA Airways,Poland,Italy,"8,138",,
2014,ITA Airways,Romania,Italy,"12,094",,
2014,ITA Airways,Serbia,Italy,"3,800",,
2014,Ifly,Serbia,Switzerland,"1,071",,
2014,Ifly,Switzerland,Serbia,"1,071",,
2014,Iran Air,Germany,Hungary,"1,200",,
2014,Iran Air,Germany,Serbia,"2,024",,
2014,Iran Air,Netherlands,Hungary,"1,012",,
2014,Jet2,Hungary,United Kingdom,"6,421",,
2014,Jet2,Poland,United Kingdom,"1,332",,
2014,Jet2,United Kingdom,Hungary,"6,421",,
2014,Jet2,United Kingdom,Poland,"1,332",,
2014,JetSmart Chile,Bosnia and Herzegovina,Denmark,594,,
2014,JetSmart Chile,Bosnia and Herzegovina,Switzerland,"1,122",,
2014,JetSmart Chile,Denmark,Bosnia and Herzegovina,594,,
2014,JetSmart Chile,Switzerland,Bosnia and Herzegovina,"1,122",,
2014,KLM,Hungary,Netherlands,"14,130",,
2014,KLM,Netherlands,Hungary,"13,973",,
2014,KLM,Netherlands,Poland,"11,492",,
2014,KLM,Netherlands,Romania,"9,420",,
2014,KLM,Poland,Netherlands,"11,649",,
2014,KLM,Romania,Netherlands,"9,577",,
2014,KM Malta Airlines,Bulgaria,Greece,"1,296",,
2014,KM Malta Airlines,Greece,Bulgaria,"1,296",,
2014,LOT Polish Airlines,Armenia,Poland,740,,
2014,LOT Polish Airlines,Austria,Poland,"5,814",,
2014,LOT Polish Airlines,Belgium,Poland,"7,936",,
2014,LOT Polish Airlines,Bulgaria,Poland,"2,946",,
2014,LOT Polish Airlines,Cyprus,Poland,"1,795",,
2014,LOT Polish Airlines,Czech Republic,Poland,"7,437",,
2014,LOT Polish Airlines,Denmark,Poland,"5,141",,
2014,LOT Polish Airlines,Estonia,Poland,"1,608",,
2014,LOT Polish Airlines,France,Poland,"8,850",,
2014,LOT Polish Airlines,Georgia,Poland,"1,475",,
2014,LOT Polish Airlines,Germany,Poland,"21,458",,
2014,LOT Polish Airlines,Hungary,Poland,"6,857",,
2014,LOT Polish Airlines,Italy,Poland,"5,252",,
2014,LOT Polish Airlines,Latvia,Poland,"3,143",,
2014,LOT Polish Airlines,Lithuania,Poland,"5,427",,
2014,LOT Polish Airlines,Netherlands,Poland,"7,040",,
2014,LOT Polish Airlines,Poland,Armenia,740,,
2014,LOT Polish Airlines,Poland,Austria,"5,814",,
2014,LOT Polish Airlines,Poland,Belgium,"7,857",,
2014,LOT Polish Airlines,Poland,Bulgaria,"2,946",,
2014,LOT Polish Airlines,Poland,Cyprus,"1,716",,
2014,LOT Polish Airlines,Poland,Czech Republic,"7,437",,
2014,LOT Polish Airlines,Poland,Denmark,"5,141",,
2014,LOT Polish Airlines,Poland,Estonia,"1,608",,
2014,LOT Polish Airlines,Poland,France,"8,742",,
2014,LOT Polish Airlines,Poland,Georgia,"1,475",,
2014,LOT Polish Airlines,Poland,Germany,"21,233",,
2014,LOT Polish Airlines,Poland,Hungary,"6,857",,
2014,LOT Polish Airlines,Poland,Italy,"5,185",,
2014,LOT Polish Airlines,Poland,Latvia,"3,143",,
2014,LOT Polish Airlines,Poland,Lithuania,"5,360",,
2014,LOT Polish Airlines,Poland,Netherlands,"6,961",,
2014,LOT Polish Airlines,Poland,Poland,"134,042",,
2014,LOT Polish Airlines,Poland,Romania,"5,934",,
2014,LOT Polish Airlines,Poland,Serbia,"1,254",,
2014,LOT Polish Airlines,Poland,Spain,"2,784",,
2014,LOT Polish Airlines,Poland,Sweden,"4,957",,
2014,LOT Polish Airlines,Poland,Switzerland,"2,042",,
2014,LOT Polish Airlines,Poland,United Kingdom,"12,612",,
2014,LOT Polish Airlines,Romania,Poland,"5,989",,
2014,LOT Polish Airlines,Serbia,Poland,"1,254",,
2014,LOT Polish Airlines,Spain,Poland,"2,784",,
2014,LOT Polish Airlines,Sweden,Poland,"4,957",,
2014,LOT Polish Airlines,Switzerland,Poland,"2,042",,
2014,LOT Polish Airlines,United Kingdom,Poland,"12,768",,
2014,LongJiang Airlines,Belgium,Lithuania,"1,855",,
2014,LongJiang Airlines,Czech Republic,Lithuania,434,,
2014,LongJiang Airlines,Denmark,Lithuania,378,,
2014,LongJiang Airlines,Estonia,Lithuania,"3,150",,
2014,LongJiang Airlines,France,Lithuania,"1,386",,
2014,LongJiang Airlines,Germany,Lithuania,"2,275",,
2014,LongJiang Airlines,Lithuania,Belgium,"1,855",,
2014,LongJiang Airlines,Lithuania,Czech Republic,434,,
2014,LongJiang Airlines,Lithuania,Denmark,378,,
2014,LongJiang Airlines,Lithuania,Estonia,"3,150",,
2014,LongJiang Airlines,Lithuania,France,"1,386",,
2014,LongJiang Airlines,Lithuania,Germany,"2,275",,
2014,LongJiang Airlines,Lithuania,Netherlands,"2,335",,
2014,LongJiang Airlines,Lithuania,Sweden,203,,
2014,LongJiang Airlines,Lithuania,United Kingdom,770,,
2014,LongJiang Airlines,Netherlands,Lithuania,"2,482",,
2014,LongJiang Airlines,Sweden,Lithuania,203,,
2014,LongJiang Airlines,United Kingdom,Lithuania,770,,
2014,Lufthansa,Albania,Germany,"3,120",,
2014,Lufthansa,Bosnia and Herzegovina,Germany,"3,240",,
2014,Lufthansa,Bulgaria,Germany,"20,604",,
2014,Lufthansa,Georgia,Germany,"3,450",,
2014,Lufthansa,Germany,Albania,"3,120",,
2014,Lufthansa,Germany,Bosnia and Herzegovina,"3,240",,
2014,Lufthansa,Germany,Bulgaria,"20,236",,
2014,Lufthansa,Germany,Georgia,"3,312",,
2014,Lufthansa,Germany,Hungary,"36,124",,
2014,Lufthansa,Germany,Lithuania,"8,870",,
2014,Lufthansa,Germany,Moldova,"2,520",,
2014,Lufthansa,Germany,Poland,"93,736",,
2014,Lufthansa,Germany,Romania,"41,807",,
2014,Lufthansa,Germany,Serbia,"15,292",,
2014,Lufthansa,Hungary,Germany,"36,430",,
2014,Lufthansa,Lithuania,Germany,"9,008",,
2014,Lufthansa,Moldova,Germany,"2,520",,
2014,Lufthansa,Poland,Germany,"94,699",,
2014,Lufthansa,Romania,Germany,"42,446",,
2014,Lufthansa,Serbia,Germany,"15,550",,
2014,Montenegro Airlines,Austria,Montenegro,"1,600",,
2014,Montenegro Airlines,France,Montenegro,"1,244",,
2014,Montenegro Airlines,Germany,Montenegro,"1,264",,
2014,Montenegro Airlines,Italy,Montenegro,"1,457",,
2014,Montenegro Airlines,Montenegro,Austria,"1,600",,
2014,Montenegro Airlines,Montenegro,France,"1,244",,
2014,Montenegro Airlines,Montenegro,Germany,"1,264",,
2014,Montenegro Airlines,Montenegro,Italy,"1,457",,
2014,Montenegro Airlines,Montenegro,Slovenia,891,,
2014,Montenegro Airlines,Montenegro,Switzerland,"1,342",,
2014,Montenegro Airlines,Slovenia,Montenegro,891,,
2014,Montenegro Airlines,Switzerland,Montenegro,"1,342",,
2014,Norwegian,Bosnia and Herzegovina,Sweden,744,,
2014,Norwegian,Denmark,Hungary,"2,232",,
2014,Norwegian,Denmark,Poland,"1,488",,
2014,Norwegian,Finland,Hungary,"2,046",,
2014,Norwegian,Hungary,Denmark,"2,232",,
2014,Norwegian,Hungary,Finland,"2,046",,
2014,Norwegian,Hungary,Norway,"5,208",,
2014,Norwegian,Hungary,Sweden,"3,162",,
2014,Norwegian,Hungary,United Kingdom,"2,232",,
2014,Norwegian,Lithuania,Norway,"3,906",,
2014,Norwegian,Norway,Hungary,"5,208",,
2014,Norwegian,Norway,Lithuania,"3,906",,
2014,Norwegian,Norway,Poland,"20,088",,
2014,Norwegian,Norway,Serbia,"1,302",,
2014,Norwegian,Poland,Denmark,"1,488",,
2014,Norwegian,Poland,Norway,"20,088",,
2014,Norwegian,Poland,Spain,"7,626",,
2014,Norwegian,Poland,Sweden,"1,488",,
2014,Norwegian,Poland,United Kingdom,"4,650",,
2014,Norwegian,Serbia,Norway,"1,302",,
2014,Norwegian,Spain,Poland,"7,626",,
2014,Norwegian,Sweden,Bosnia and Herzegovina,744,,
2014,Norwegian,Sweden,Hungary,"3,162",,
2014,Norwegian,Sweden,Poland,"1,488",,
2014,Norwegian,United Kingdom,Hungary,"2,232",,
2014,Norwegian,United Kingdom,Poland,"4,464",,
2014,Qatar Airways,Bulgaria,Romania,"4,142",,
2014,Qatar Airways,Croatia,Hungary,"2,798",,
2014,Qatar Airways,Hungary,Croatia,"2,798",,
2014,Qatar Airways,Romania,Bulgaria,"4,142",,
2014,Ryanair,Belgium,Hungary,"6,048",,
2014,Ryanair,Belgium,Lithuania,"2,268",,
2014,Ryanair,Belgium,Poland,"13,797",,
2014,Ryanair,Belgium,Romania,"5,670",,
2014,Ryanair,Belgium,Slovakia,"3,213",,
2014,Ryanair,Bulgaria,Germany,"2,268",,
2014,Ryanair,Bulgaria,United Kingdom,"2,268",,
2014,Ryanair,Cyprus,Lithuania,945,,
2014,Ryanair,Denmark,Hungary,"1,323",,
2014,Ryanair,France,Hungary,"3,402",,
2014,Ryanair,France,Lithuania,"3,780",,
2014,Ryanair,France,Poland,"11,718",,
2014,Ryanair,Germany,Bulgaria,"2,268",,
2014,Ryanair,Germany,Lithuania,"4,347",,
2014,Ryanair,Germany,Poland,"4,536",,
2014,Ryanair,Hungary,Belgium,"6,048",,
2014,Ryanair,Hungary,Denmark,"1,323",,
2014,Ryanair,Hungary,France,"3,402",,
2014,Ryanair,Hungary,Ireland,"5,670",,
2014,Ryanair,Hungary,Italy,"13,230",,
2014,Ryanair,Hungary,Spain,"7,371",,
2014,Ryanair,Hungary,United Kingdom,"22,113",,
2014,Ryanair,Ireland,Hungary,"5,670",,
2014,Ryanair,Ireland,Lithuania,"7,749",,
2014,Ryanair,Ireland,Poland,"41,013",,
2014,Ryanair,Ireland,Romania,"3,213",,
2014,Ryanair,Ireland,Slovakia,"6,048",,
2014,Ryanair,Italy,Hungary,"13,230",,
2014,Ryanair,Italy,Lithuania,"5,103",,
2014,Ryanair,Italy,Poland,"32,886",,
2014,Ryanair,Italy,Slovakia,"7,560",,
2014,Ryanair,Lithuania,Belgium,"2,268",,
2014,Ryanair,Lithuania,Cyprus,945,,
2014,Ryanair,Lithuania,France,"3,780",,
2014,Ryanair,Lithuania,Germany,"4,158",,
2014,Ryanair,Lithuania,Ireland,"7,749",,
2014,Ryanair,Lithuania,Italy,"4,914",,
2014,Ryanair,Lithuania,Norway,"5,481",,
2014,Ryanair,Lithuania,Spain,"1,890",,
2014,Ryanair,Lithuania,United Kingdom,"22,869",,
2014,Ryanair,Malta,Poland,756,,
2014,Ryanair,Montenegro,United Kingdom,"1,512",,
2014,Ryanair,Netherlands,Poland,"5,670",,
2014,Ryanair,Norway,Lithuania,"5,670",,
2014,Ryanair,Norway,Poland,"21,168",,
2014,Ryanair,Poland,Belgium,"13,419",,
2014,Ryanair,Poland,France,"11,718",,
2014,Ryanair,Poland,Germany,"4,536",,
2014,Ryanair,Poland,Ireland,"39,690",,
2014,Ryanair,Poland,Italy,"32,319",,
2014,Ryanair,Poland,Malta,756,,
2014,Ryanair,Poland,Netherlands,"5,481",,
2014,Ryanair,Poland,Norway,"20,790",,
2014,Ryanair,Poland,Poland,"40,068",,
2014,Ryanair,Poland,Spain,"17,388",,
2014,Ryanair,Poland,Sweden,"7,182",,
2014,Ryanair,Poland,United Kingdom,"142,317",,
2014,Ryanair,Romania,Belgium,"5,670",,
2014,Ryanair,Romania,Ireland,"3,213",,
2014,Ryanair,Romania,United Kingdom,"11,151",,
2014,Ryanair,Slovakia,Belgium,"3,213",,
2014,Ryanair,Slovakia,Ireland,"6,048",,
2014,Ryanair,Slovakia,Italy,"7,560",,
2014,Ryanair,Slovakia,Spain,"1,701",,
2014,Ryanair,Slovakia,United Kingdom,"19,089",,
2014,Ryanair,Spain,Hungary,"7,371",,
2014,Ryanair,Spain,Lithuania,"2,079",,
2014,Ryanair,Spain,Poland,"17,955",,
2014,Ryanair,Spain,Slovakia,"1,701",,
