Travel Year,Airline Name,Origin Country / Subregion,Destination Country / Subregion,Seats,,
2021,Wizz Air,Portugal,Poland,"21,821",,
2021,Wizz Air,Romania,Poland,"2,300",,
2021,Wizz Air,Spain,Poland,"170,691",,
2021,Wizz Air,Sweden,Poland,"221,463",,
2021,Wizz Air,Switzerland,Poland,"15,730",,
2021,Wizz Air,United Kingdom,Poland,"555,947",,
2021,Wizz Air UK,Poland,United Kingdom,"126,256",,
2021,Wizz Air UK,United Kingdom,Poland,"126,256",,
2022,Aegean Airlines,Greece,Poland,"57,784",,
2022,Aegean Airlines,Poland,Greece,"57,784",,
2022,Aer Lingus,Ireland,Poland,"1,566",,
2022,Aer Lingus,Poland,Ireland,"1,566",,
2022,Air France,France,Poland,"170,881",,
2022,Air France,Poland,France,"170,707",,
2022,Austrian,Austria,Poland,"175,633",,
2022,Austrian,Poland,Austria,"175,633",,
2022,British Airways,Poland,United Kingdom,"181,332",,
2022,British Airways,United Kingdom,Poland,"181,588",,
2022,Corendon Airlines,Poland,Poland,378,,
2022,Corendon Airlines Europe,Greece,Poland,"2,934",,
2022,Corendon Airlines Europe,Poland,Greece,"3,114",,
2022,Danish Air Transport,Denmark,Poland,18,,
2022,Danish Air Transport,Poland,Denmark,18,,
2022,EasyJet,France,Poland,"66,792",,
2022,EasyJet,Poland,France,"66,792",,
2022,EasyJet,Poland,Switzerland,"19,158",,
2022,EasyJet,Poland,United Kingdom,"165,575",,
2022,EasyJet,Switzerland,Poland,"19,158",,
2022,EasyJet,United Kingdom,Poland,"165,575",,
2022,Eurowings,Germany,Poland,"55,734",,
2022,Eurowings,Poland,Germany,"55,734",,
2022,Finnair,Finland,Poland,"164,194",,
2022,Finnair,Poland,Finland,"164,194",,
2022,Jet2,Poland,United Kingdom,"29,106",,
2022,Jet2,United Kingdom,Poland,"29,106",,
2022,KLM,Netherlands,Poland,"425,788",,
2022,KLM,Poland,Netherlands,"425,168",,
2022,LOT Polish Airlines,Austria,Poland,"59,438",,
2022,LOT Polish Airlines,Belgium,Poland,"97,490",,
2022,LOT Polish Airlines,Bulgaria,Poland,"63,624",,
2022,LOT Polish Airlines,Croatia,Poland,"80,210",,
2022,LOT Polish Airlines,Cyprus,Poland,"3,348",,
2022,LOT Polish Airlines,Czech Republic,Poland,"135,560",,
2022,LOT Polish Airlines,Denmark,Poland,"133,422",,
2022,LOT Polish Airlines,Estonia,Poland,"92,750",,
2022,LOT Polish Airlines,France,Poland,"140,232",,
2022,LOT Polish Airlines,Germany,Poland,"360,798",,
2022,LOT Polish Airlines,Greece,Poland,"10,952",,
2022,LOT Polish Airlines,Hungary,Poland,"112,086",,
2022,LOT Polish Airlines,Ireland,Poland,"1,554",,
2022,LOT Polish Airlines,Italy,Poland,"101,992",,
2022,LOT Polish Airlines,Latvia,Poland,"42,568",,
2022,LOT Polish Airlines,Lithuania,Poland,"133,484",,
2022,LOT Polish Airlines,Luxembourg,Poland,"21,930",,
2022,LOT Polish Airlines,Netherlands,Poland,"96,682",,
2022,LOT Polish Airlines,Norway,Poland,"85,863",,
2022,LOT Polish Airlines,Poland,Austria,"59,514",,
2022,LOT Polish Airlines,Poland,Belgium,"97,478",,
2022,LOT Polish Airlines,Poland,Bulgaria,"63,624",,
2022,LOT Polish Airlines,Poland,Croatia,"80,210",,
2022,LOT Polish Airlines,Poland,Cyprus,"3,348",,
2022,LOT Polish Airlines,Poland,Czech Republic,"135,560",,
2022,LOT Polish Airlines,Poland,Denmark,"133,416",,
2022,LOT Polish Airlines,Poland,Estonia,"92,702",,
2022,LOT Polish Airlines,Poland,France,"140,298",,
2022,LOT Polish Airlines,Poland,Germany,"360,920",,
2022,LOT Polish Airlines,Poland,Greece,"10,766",,
2022,LOT Polish Airlines,Poland,Hungary,"112,168",,
2022,LOT Polish Airlines,Poland,Ireland,"1,554",,
2022,LOT Polish Airlines,Poland,Italy,"102,004",,
2022,LOT Polish Airlines,Poland,Latvia,"42,482",,
2022,LOT Polish Airlines,Poland,Lithuania,"133,436",,
2022,LOT Polish Airlines,Poland,Luxembourg,"21,930",,
2022,LOT Polish Airlines,Poland,Netherlands,"96,664",,
2022,LOT Polish Airlines,Poland,Norway,"85,863",,
2022,LOT Polish Airlines,Poland,Poland,"1,972,474",,
2022,LOT Polish Airlines,Poland,Romania,"125,212",,
2022,LOT Polish Airlines,Poland,Slovakia,"12,310",,
2022,LOT Polish Airlines,Poland,Slovenia,"30,620",,
2022,LOT Polish Airlines,Poland,Spain,"99,907",,
2022,LOT Polish Airlines,Poland,Sweden,"112,596",,
2022,LOT Polish Airlines,Poland,Switzerland,"146,840",,
2022,LOT Polish Airlines,Poland,United Kingdom,"144,849",,
2022,LOT Polish Airlines,Romania,Poland,"125,190",,
2022,LOT Polish Airlines,Slovakia,Poland,"12,304",,
2022,LOT Polish Airlines,Slovenia,Poland,"30,732",,
2022,LOT Polish Airlines,Spain,Poland,"99,907",,
2022,LOT Polish Airlines,Sweden,Poland,"112,684",,
2022,LOT Polish Airlines,Switzerland,Poland,"146,840",,
2022,LOT Polish Airlines,United Kingdom,Poland,"144,849",,
2022,Lufthansa,Germany,Poland,"975,241",,
2022,Lufthansa,Poland,Germany,"986,473",,
2022,Luxair,Luxembourg,Poland,"6,905",,
2022,Luxair,Poland,Luxembourg,"6,905",,
2022,Norwegian,Norway,Poland,"257,004",,
2022,Norwegian,Poland,Norway,"257,004",,
2022,Norwegian Air Sweden,Denmark,Poland,"38,532",,
2022,Norwegian Air Sweden,Finland,Poland,"2,418",,
2022,Norwegian Air Sweden,Poland,Denmark,"38,532",,
2022,Norwegian Air Sweden,Poland,Finland,"2,418",,
2022,Norwegian Air Sweden,Poland,Sweden,"33,908",,
2022,Norwegian Air Sweden,Sweden,Poland,"33,908",,
2022,Nouvelair Tunisie,Poland,Poland,"6,556",,
2022,PLAY,Poland,Iceland,192,,
2022,Ryanair,Austria,Poland,"116,337",,
2022,Ryanair,Belgium,Poland,"152,244",,
2022,Ryanair,Bulgaria,Poland,"60,235",,
2022,Ryanair,Croatia,Poland,"77,661",,
2022,Ryanair,Cyprus,Poland,"122,282",,
2022,Ryanair,Czech Republic,Poland,"37,791",,
2022,Ryanair,Denmark,Poland,"216,431",,
2022,Ryanair,Finland,Poland,"51,807",,
2022,Ryanair,France,Poland,"236,977",,
2022,Ryanair,Germany,Poland,"296,233",,
2022,Ryanair,Greece,Poland,"218,540",,
2022,Ryanair,Hungary,Poland,"84,392",,
2022,Ryanair,Ireland,Poland,"532,559",,
2022,Ryanair,Italy,Poland,"1,261,938",,
2022,Ryanair,Latvia,Poland,"78,334",,
2022,Ryanair,Lithuania,Poland,"24,570",,
2022,Ryanair,Malta,Poland,"121,592",,
2022,Ryanair,Netherlands,Poland,"113,433",,
2022,Ryanair,Norway,Poland,"326,974",,
2022,Ryanair,Poland,Austria,"116,337",,
2022,Ryanair,Poland,Belgium,"152,244",,
2022,Ryanair,Poland,Bulgaria,"60,235",,
2022,Ryanair,Poland,Croatia,"77,661",,
2022,Ryanair,Poland,Cyprus,"122,282",,
2022,Ryanair,Poland,Czech Republic,"37,791",,
2022,Ryanair,Poland,Denmark,"216,431",,
2022,Ryanair,Poland,Finland,"51,807",,
2022,Ryanair,Poland,France,"236,966",,
2022,Ryanair,Poland,Germany,"296,233",,
2022,Ryanair,Poland,Greece,"218,540",,
2022,Ryanair,Poland,Hungary,"84,392",,
2022,Ryanair,Poland,Ireland,"532,559",,
2022,Ryanair,Poland,Italy,"1,261,927",,
2022,Ryanair,Poland,Latvia,"78,334",,
2022,Ryanair,Poland,Lithuania,"24,570",,
2022,Ryanair,Poland,Malta,"121,592",,
2022,Ryanair,Poland,Netherlands,"113,433",,
2022,Ryanair,Poland,Norway,"326,974",,
2022,Ryanair,Poland,Poland,"346,202",,
2022,Ryanair,Poland,Portugal,"97,354",,
2022,Ryanair,Poland,Slovakia,"12,679",,
2022,Ryanair,Poland,Spain,"574,482",,
2022,Ryanair,Poland,Sweden,"404,270",,
2022,Ryanair,Poland,United Kingdom,"2,241,739",,
2022,Ryanair,Portugal,Poland,"97,354",,
2022,Ryanair,Slovakia,Poland,"12,679",,
2022,Ryanair,Spain,Poland,"574,482",,
2022,Ryanair,Sweden,Poland,"404,270",,
2022,Ryanair,United Kingdom,Poland,"2,241,739",,
2022,Ryanair UK,Poland,United Kingdom,"42,690",,
2022,Ryanair UK,United Kingdom,Poland,"42,690",,
2022,SAS,Denmark,Poland,"153,672",,
2022,SAS,Norway,Poland,"2,661",,
2022,SAS,Poland,Denmark,"153,672",,
2022,SAS,Poland,Norway,"2,661",,
2022,SAS,Poland,Sweden,"17,602",,
2022,SAS,Sweden,Poland,"17,602",,
2022,Sky Express,Greece,Poland,186,,
2022,Sky Express,Poland,Greece,"1,482",,
2022,Sky Express,Poland,Poland,"1,296",,
2022,Smartwings,Croatia,Poland,"13,986",,
2022,Smartwings,Cyprus,Poland,"4,725",,
2022,Smartwings,Greece,Poland,"41,202",,
2022,Smartwings,Italy,Poland,"10,584",,
2022,Smartwings,Poland,Croatia,"13,986",,
2022,Smartwings,Poland,Cyprus,"4,725",,
2022,Smartwings,Poland,Greece,"41,202",,
2022,Smartwings,Poland,Italy,"10,395",,
2022,Smartwings,Poland,Portugal,"12,096",,
2022,Smartwings,Poland,Spain,"18,144",,
2022,Smartwings,Portugal,Poland,"12,096",,
2022,Smartwings,Spain,Poland,"18,144",,
2022,Smartwings Poland,Bulgaria,Poland,"10,017",,
2022,Smartwings Poland,Greece,Poland,"45,927",,
2022,Smartwings Poland,Italy,Poland,"5,859",,
2022,Smartwings Poland,Poland,Bulgaria,"10,017",,
2022,Smartwings Poland,Poland,Greece,"45,927",,
2022,Smartwings Poland,Poland,Italy,"5,859",,
2022,Smartwings Poland,Poland,Portugal,"7,938",,
2022,Smartwings Poland,Poland,Spain,"27,216",,
2022,Smartwings Poland,Portugal,Poland,"8,316",,
2022,Smartwings Poland,Spain,Poland,"27,216",,
2022,Swiss,Poland,Switzerland,"127,264",,
2022,Swiss,Switzerland,Poland,"127,139",,
2022,TAP Air Portugal,Poland,Portugal,"58,743",,
2022,TAP Air Portugal,Portugal,Poland,"58,743",,
2022,TUIfly Belgium,Belgium,Poland,189,,
2022,TUIfly Belgium,Poland,Belgium,189,,
2022,Tarom,Poland,Romania,116,,
2022,Tarom,Romania,Poland,116,,
2022,Transavia,Netherlands,Poland,"21,735",,
2022,Transavia,Poland,Netherlands,"21,735",,
2022,Transavia France,France,Poland,"14,175",,
2022,Transavia France,Poland,France,"14,175",,
2022,Wizz Air,Belgium,Poland,"59,604",,
2022,Wizz Air,Bulgaria,Poland,"59,561",,
2022,Wizz Air,Croatia,Poland,"71,862",,
2022,Wizz Air,Cyprus,Poland,"100,093",,
2022,Wizz Air,Denmark,Poland,"58,409",,
2022,Wizz Air,Finland,Poland,"46,488",,
2022,Wizz Air,France,Poland,"146,821",,
2022,Wizz Air,Germany,Poland,"256,270",,
2022,Wizz Air,Greece,Poland,"111,971",,
2022,Wizz Air,Hungary,Poland,"24,172",,
2022,Wizz Air,Iceland,Poland,"137,914",,
2022,Wizz Air,Italy,Poland,"495,238",,
2022,Wizz Air,Malta,Poland,"57,868",,
2022,Wizz Air,Netherlands,Poland,"298,671",,
2022,Wizz Air,Norway,Poland,"746,473",,
2022,Wizz Air,Poland,Belgium,"59,604",,
2022,Wizz Air,Poland,Bulgaria,"59,381",,
2022,Wizz Air,Poland,Croatia,"71,862",,
2022,Wizz Air,Poland,Cyprus,"100,093",,
2022,Wizz Air,Poland,Denmark,"58,409",,
2022,Wizz Air,Poland,Finland,"46,488",,
2022,Wizz Air,Poland,France,"146,821",,
2022,Wizz Air,Poland,Germany,"256,270",,
2022,Wizz Air,Poland,Greece,"111,971",,
2022,Wizz Air,Poland,Hungary,"24,172",,
2022,Wizz Air,Poland,Iceland,"138,162",,
2022,Wizz Air,Poland,Italy,"495,229",,
2022,Wizz Air,Poland,Malta,"57,868",,
2022,Wizz Air,Poland,Netherlands,"298,671",,
2022,Wizz Air,Poland,Norway,"746,473",,
2022,Wizz Air,Poland,Portugal,"45,907",,
2022,Wizz Air,Poland,Spain,"350,719",,
2022,Wizz Air,Poland,Sweden,"349,839",,
2022,Wizz Air,Poland,Switzerland,"21,502",,
2022,Wizz Air,Poland,United Kingdom,"968,571",,
2022,Wizz Air,Portugal,Poland,"45,898",,
2022,Wizz Air,Spain,Poland,"350,719",,
2022,Wizz Air,Sweden,Poland,"349,839",,
2022,Wizz Air,Switzerland,Poland,"21,502",,
2022,Wizz Air,United Kingdom,Poland,"968,571",,
2022,Wizz Air UK,Poland,United Kingdom,"205,847",,
2022,Wizz Air UK,United Kingdom,Poland,"205,847",,
2023,Aegean Airlines,Greece,Poland,"82,362",,
2023,Aegean Airlines,Poland,Greece,"82,362",,
2023,Aer Lingus,Ireland,Poland,"1,566",,
2023,Aer Lingus,Poland,Ireland,"1,566",,
2023,Air Corsica,France,Poland,149,,
2023,Air Corsica,Poland,France,149,,
2023,Air Dolomiti,Germany,Poland,"102,552",,
2023,Air Dolomiti,Poland,Germany,"102,918",,
2023,Air France,France,Poland,"179,334",,
2023,Air France,Poland,France,"179,357",,
2023,Austrian,Austria,Poland,"234,588",,
2023,Austrian,Poland,Austria,"234,588",,
2023,British Airways,Poland,United Kingdom,"219,782",,
2023,British Airways,United Kingdom,Poland,"219,601",,
2023,Brussels Airlines,Belgium,Poland,"32,508",,
2023,Brussels Airlines,Poland,Belgium,"32,508",,
2023,Corendon Airlines,Poland,Poland,"1,890",,
2023,EasyJet,France,Poland,"84,258",,
2023,EasyJet,Poland,France,"84,258",,
2023,EasyJet,Poland,Switzerland,"18,786",,
2023,EasyJet,Poland,United Kingdom,"165,288",,
2023,EasyJet,Switzerland,Poland,"18,786",,
2023,EasyJet,United Kingdom,Poland,"165,288",,
2023,Eurowings,Germany,Poland,"55,558",,
2023,Eurowings,Poland,Germany,"55,558",,
2023,Finnair,Finland,Poland,"150,194",,
2023,Finnair,Poland,Finland,"150,194",,
2023,Georgian Airways,Germany,Poland,313,,
2023,Jet2,Poland,United Kingdom,"96,012",,
2023,Jet2,United Kingdom,Poland,"96,012",,
2023,KLM,Netherlands,Poland,"490,486",,
2023,KLM,Poland,Netherlands,"490,344",,
2023,LOT Polish Airlines,Austria,Poland,"65,232",,
2023,LOT Polish Airlines,Belgium,Poland,"123,189",,
2023,LOT Polish Airlines,Bulgaria,Poland,"74,450",,
2023,LOT Polish Airlines,Croatia,Poland,"72,378",,
2023,LOT Polish Airlines,Czech Republic,Poland,"166,431",,
2023,LOT Polish Airlines,Denmark,Poland,"137,676",,
2023,LOT Polish Airlines,Estonia,Poland,"120,510",,
2023,LOT Polish Airlines,France,Poland,"193,659",,
2023,LOT Polish Airlines,Germany,Poland,"469,745",,
2023,LOT Polish Airlines,Greece,Poland,"2,716",,
2023,LOT Polish Airlines,Hungary,Poland,"127,280",,
2023,LOT Polish Airlines,Italy,Poland,"140,220",,
2023,LOT Polish Airlines,Latvia,Poland,"65,425",,
2023,LOT Polish Airlines,Lithuania,Poland,"163,134",,
2023,LOT Polish Airlines,Luxembourg,Poland,"28,696",,
2023,LOT Polish Airlines,Netherlands,Poland,"149,516",,
2023,LOT Polish Airlines,Norway,Poland,"86,642",,
2023,LOT Polish Airlines,Poland,Austria,"65,120",,
2023,LOT Polish Airlines,Poland,Belgium,"123,207",,
2023,LOT Polish Airlines,Poland,Bulgaria,"74,450",,
2023,LOT Polish Airlines,Poland,Croatia,"72,378",,
2023,LOT Polish Airlines,Poland,Czech Republic,"166,601",,
2023,LOT Polish Airlines,Poland,Denmark,"137,664",,
2023,LOT Polish Airlines,Poland,Estonia,"120,477",,
2023,LOT Polish Airlines,Poland,France,"193,789",,
2023,LOT Polish Airlines,Poland,Germany,"469,489",,
2023,LOT Polish Airlines,Poland,Greece,"2,604",,
2023,LOT Polish Airlines,Poland,Hungary,"127,262",,
2023,LOT Polish Airlines,Poland,Italy,"140,090",,
2023,LOT Polish Airlines,Poland,Latvia,"65,551",,
2023,LOT Polish Airlines,Poland,Lithuania,"162,978",,
2023,LOT Polish Airlines,Poland,Luxembourg,"28,696",,
2023,LOT Polish Airlines,Poland,Malta,112,,
2023,LOT Polish Airlines,Poland,Netherlands,"149,510",,
2023,LOT Polish Airlines,Poland,Norway,"86,642",,
2023,LOT Polish Airlines,Poland,Poland,"2,142,702",,
2023,LOT Polish Airlines,Poland,Romania,"151,193",,
2023,LOT Polish Airlines,Poland,Slovakia,"19,300",,
2023,LOT Polish Airlines,Poland,Slovenia,"40,555",,
2023,LOT Polish Airlines,Poland,Spain,"123,913",,
2023,LOT Polish Airlines,Poland,Sweden,"125,926",,
2023,LOT Polish Airlines,Poland,Switzerland,"171,311",,
2023,LOT Polish Airlines,Poland,United Kingdom,"186,756",,
2023,LOT Polish Airlines,Romania,Poland,"151,242",,
2023,LOT Polish Airlines,Slovakia,Poland,"19,194",,
2023,LOT Polish Airlines,Slovenia,Poland,"40,555",,
2023,LOT Polish Airlines,Spain,Poland,"124,031",,
2023,LOT Polish Airlines,Sweden,Poland,"125,738",,
2023,LOT Polish Airlines,Switzerland,Poland,"171,311",,
2023,LOT Polish Airlines,United Kingdom,Poland,"186,570",,
2023,Lufthansa,Germany,Poland,"1,156,598",,
2023,Lufthansa,Poland,Germany,"1,158,155",,
2023,Luxair,Luxembourg,Poland,"7,904",,
2023,Luxair,Poland,Luxembourg,"7,904",,
2023,Norwegian,Norway,Poland,"325,686",,
2023,Norwegian,Poland,Norway,"325,686",,
2023,Norwegian Air Sweden,Denmark,Poland,"30,735",,
2023,Norwegian Air Sweden,Poland,Denmark,"30,735",,
2023,Norwegian Air Sweden,Poland,Sweden,"26,091",,
2023,Norwegian Air Sweden,Sweden,Poland,"26,091",,
2023,Nouvelair Tunisie,Poland,Poland,"6,438",,
2023,PLAY,Iceland,Poland,"11,090",,
2023,PLAY,Poland,Iceland,"11,090",,
2023,Plus Ultra,Poland,Poland,"4,736",,
2023,Ryanair,Austria,Poland,"148,742",,
2023,Ryanair,Belgium,Poland,"198,611",,
2023,Ryanair,Bulgaria,Poland,"98,482",,
2023,Ryanair,Croatia,Poland,"125,540",,
2023,Ryanair,Cyprus,Poland,"151,533",,
2023,Ryanair,Czech Republic,Poland,"44,308",,
2023,Ryanair,Denmark,Poland,"217,125",,
2023,Ryanair,Finland,Poland,"39,804",,
2023,Ryanair,France,Poland,"271,268",,
2023,Ryanair,Germany,Poland,"302,071",,
2023,Ryanair,Greece,Poland,"311,963",,
2023,Ryanair,Hungary,Poland,"65,291",,
2023,Ryanair,Ireland,Poland,"555,262",,
2023,Ryanair,Italy,Poland,"1,455,207",,
2023,Ryanair,Latvia,Poland,"101,118",,
2023,Ryanair,Lithuania,Poland,"13,660",,
2023,Ryanair,Malta,Poland,"136,915",,
2023,Ryanair,Netherlands,Poland,"108,184",,
2023,Ryanair,Norway,Poland,"365,958",,
2023,Ryanair,Poland,Austria,"148,733",,
2023,Ryanair,Poland,Belgium,"198,611",,
2023,Ryanair,Poland,Bulgaria,"98,482",,
2023,Ryanair,Poland,Croatia,"125,540",,
2023,Ryanair,Poland,Cyprus,"151,533",,
2023,Ryanair,Poland,Czech Republic,"44,308",,
2023,Ryanair,Poland,Denmark,"217,125",,
2023,Ryanair,Poland,Finland,"39,804",,
2023,Ryanair,Poland,France,"271,268",,
2023,Ryanair,Poland,Germany,"302,071",,
2023,Ryanair,Poland,Greece,"311,963",,
2023,Ryanair,Poland,Hungary,"65,291",,
2023,Ryanair,Poland,Ireland,"555,262",,
2023,Ryanair,Poland,Italy,"1,455,207",,
2023,Ryanair,Poland,Latvia,"101,318",,
2023,Ryanair,Poland,Lithuania,"13,849",,
2023,Ryanair,Poland,Malta,"136,915",,
2023,Ryanair,Poland,Netherlands,"108,184",,
2023,Ryanair,Poland,Norway,"365,958",,
2023,Ryanair,Poland,Poland,"426,894",,
2023,Ryanair,Poland,Portugal,"129,595",,
2023,Ryanair,Poland,Spain,"763,799",,
2023,Ryanair,Poland,Sweden,"418,418",,
2023,Ryanair,Poland,United Kingdom,"2,345,562",,
2023,Ryanair,Portugal,Poland,"129,595",,
2023,Ryanair,Spain,Poland,"763,799",,
2023,Ryanair,Sweden,Poland,"418,418",,
2023,Ryanair,United Kingdom,Poland,"2,345,562",,
2023,Ryanair UK,Poland,United Kingdom,"76,216",,
2023,Ryanair UK,United Kingdom,Poland,"76,216",,
2023,SAS,Denmark,Poland,"175,774",,
2023,SAS,Norway,Poland,510,,
2023,SAS,Poland,Denmark,"175,774",,
2023,SAS,Poland,Norway,510,,
2023,SAS,Poland,Sweden,"16,140",,
2023,SAS,Sweden,Poland,"16,140",,
2023,Sky Express,Greece,Poland,"73,254",,
2023,Sky Express,Poland,Greece,"73,254",,
2023,Sky Express,Poland,Poland,"3,348",,
2023,Smartwings,Germany,Poland,18,,
2023,Smartwings,Greece,Poland,378,,
2023,Smartwings,Iceland,Poland,189,,
2023,Smartwings,Poland,Greece,378,,
2023,Smartwings,Poland,Iceland,189,,
2023,Smartwings,Poland,Portugal,18,,
2023,Smartwings Poland,Bulgaria,Poland,"2,835",,
2023,Smartwings Poland,Finland,Poland,378,,
2023,Smartwings Poland,Greece,Poland,"99,225",,
2023,Smartwings Poland,Italy,Poland,756,,
2023,Smartwings Poland,Poland,Bulgaria,"2,835",,
2023,Smartwings Poland,Poland,Finland,378,,
2023,Smartwings Poland,Poland,Greece,"99,414",,
2023,Smartwings Poland,Poland,Italy,756,,
2023,Smartwings Poland,Poland,Portugal,"13,230",,
2023,Smartwings Poland,Poland,Spain,"56,889",,
2023,Smartwings Poland,Portugal,Poland,"13,230",,
2023,Smartwings Poland,Spain,Poland,"56,889",,
2023,Smartwings Slovakia,Poland,Portugal,189,,
2023,Smartwings Slovakia,Portugal,Poland,189,,
2023,Swiss,Poland,Switzerland,"185,741",,
2023,Swiss,Switzerland,Poland,"185,741",,
2023,TAP Air Portugal,Poland,Portugal,"59,223",,
2023,TAP Air Portugal,Portugal,Poland,"59,223",,
2023,TUIfly,Germany,Poland,189,,
2023,TUIfly,Poland,Germany,189,,
2023,TUIfly Belgium,Belgium,Poland,189,,
2023,TUIfly Belgium,Poland,Belgium,189,,
2023,TUIfly Netherlands,Belgium,Poland,164,,
2023,TUIfly Netherlands,Netherlands,Poland,328,,
2023,TUIfly Netherlands,Poland,Belgium,164,,
2023,TUIfly Netherlands,Poland,Netherlands,328,,
2023,Transavia,Netherlands,Poland,"1,134",,
2023,Transavia,Poland,Netherlands,"1,134",,
2023,Transavia France,France,Poland,"3,024",,
2023,Transavia France,Poland,France,"3,024",,
2023,Wizz Air,Belgium,Poland,"65,669",,
2023,Wizz Air,Bulgaria,Poland,"72,598",,
2023,Wizz Air,Croatia,Poland,"104,362",,
2023,Wizz Air,Cyprus,Poland,"167,812",,
2023,Wizz Air,Denmark,Poland,"86,450",,
2023,Wizz Air,Finland,Poland,"54,760",,
2023,Wizz Air,France,Poland,"189,025",,
2023,Wizz Air,Germany,Poland,"299,330",,
2023,Wizz Air,Greece,Poland,"133,749",,
2023,Wizz Air,Hungary,Poland,"47,198",,
2023,Wizz Air,Iceland,Poland,"166,914",,
2023,Wizz Air,Italy,Poland,"559,492",,
2023,Wizz Air,Malta,Poland,"66,747",,
2023,Wizz Air,Netherlands,Poland,"284,766",,
2023,Wizz Air,Norway,Poland,"731,614",,
2023,Wizz Air,Poland,Belgium,"65,669",,
2023,Wizz Air,Poland,Bulgaria,"72,480",,
2023,Wizz Air,Poland,Croatia,"104,362",,
2023,Wizz Air,Poland,Cyprus,"167,812",,
2023,Wizz Air,Poland,Denmark,"86,450",,
2023,Wizz Air,Poland,Finland,"54,760",,
2023,Wizz Air,Poland,France,"189,025",,
2023,Wizz Air,Poland,Germany,"299,330",,
2023,Wizz Air,Poland,Greece,"133,749",,
2023,Wizz Air,Poland,Hungary,"47,198",,
2023,Wizz Air,Poland,Iceland,"166,941",,
2023,Wizz Air,Poland,Italy,"559,492",,
2023,Wizz Air,Poland,Malta,"66,747",,
2023,Wizz Air,Poland,Netherlands,"284,766",,
2023,Wizz Air,Poland,Norway,"731,614",,
2023,Wizz Air,Poland,Portugal,"101,256",,
2023,Wizz Air,Poland,Spain,"690,390",,
2023,Wizz Air,Poland,Sweden,"372,373",,
2023,Wizz Air,Poland,Switzerland,"29,061",,
2023,Wizz Air,Poland,United Kingdom,"1,161,039",,
2023,Wizz Air,Portugal,Poland,"101,256",,
2023,Wizz Air,Spain,Poland,"690,390",,
2023,Wizz Air,Sweden,Poland,"372,473",,
2023,Wizz Air,Switzerland,Poland,"29,061",,
2023,Wizz Air,United Kingdom,Poland,"1,161,057",,
2023,Wizz Air Malta,Italy,Poland,"26,051",,
2023,Wizz Air Malta,Poland,Italy,"26,051",,
2023,Wizz Air UK,Poland,United Kingdom,"220,432",,
2023,Wizz Air UK,United Kingdom,Poland,"220,432",,
2024,ASL Airlines France,France,Poland,189,,
2024,ASL Airlines France,Poland,France,189,,
2024,Aegean Airlines,Greece,Poland,"79,688",,
2024,Aegean Airlines,Poland,Greece,"79,688",,
2024,Aer Lingus,Ireland,Poland,"1,914",,
2024,Aer Lingus,Poland,Ireland,"1,914",,
2024,Air Baltic,Latvia,Poland,"2,320",,
2024,Air Baltic,Lithuania,Poland,"7,395",,
2024,Air Baltic,Poland,Latvia,"2,320",,
2024,Air Baltic,Poland,Lithuania,"7,395",,
2024,Air Dolomiti,Germany,Poland,"141,676",,
2024,Air Dolomiti,Poland,Germany,"141,718",,
2024,Air France,France,Poland,"176,110",,
2024,Air France,Poland,France,"176,138",,
2024,Austrian,Austria,Poland,"234,996",,
2024,Austrian,Poland,Austria,"234,996",,
2024,British Airways,Poland,United Kingdom,"222,328",,
2024,British Airways,United Kingdom,Poland,"222,508",,
2024,Brussels Airlines,Belgium,Poland,"80,133",,
2024,Brussels Airlines,Poland,Belgium,"80,133",,
2024,Corendon Airlines,Poland,Poland,"1,323",,
2024,Corendon Airlines Europe,Greece,Poland,378,,
2024,Corendon Airlines Europe,Poland,Greece,378,,
2024,Danish Air Transport,Denmark,Poland,101,,
2024,Danish Air Transport,Poland,Denmark,55,,
2024,EasyJet,France,Poland,"99,378",,
2024,EasyJet,Netherlands,Poland,"5,910",,
2024,EasyJet,Poland,France,"99,378",,
2024,EasyJet,Poland,Netherlands,"5,910",,
2024,EasyJet,Poland,Switzerland,"22,692",,
2024,EasyJet,Poland,United Kingdom,"185,965",,
2024,EasyJet,Switzerland,Poland,"22,692",,
2024,EasyJet,United Kingdom,Poland,"185,965",,
2024,Euroairlines,Bulgaria,Poland,"1,440",,
2024,Eurowings,Germany,Poland,"58,046",,
2024,Eurowings,Poland,Germany,"58,046",,
2024,Finnair,Finland,Poland,"267,211",,
2024,Finnair,Poland,Finland,"267,211",,
2024,Fly Lili,Bulgaria,Poland,"16,200",,
2024,Fly Lili,Germany,Poland,180,,
2024,Fly Lili,Poland,Bulgaria,"15,300",,
2024,FlyEgypt,Poland,Poland,372,,
2024,Georgian Airways,Germany,Poland,569,,
2024,Jet2,Poland,United Kingdom,"117,351",,
2024,Jet2,United Kingdom,Poland,"117,351",,
2024,KLM,Netherlands,Poland,"623,808",,
2024,KLM,Poland,Netherlands,"623,768",,
2024,LOT Polish Airlines,Austria,Poland,"68,143",,
2024,LOT Polish Airlines,Belgium,Poland,"134,408",,
2024,LOT Polish Airlines,Bulgaria,Poland,"69,809",,
2024,LOT Polish Airlines,Croatia,Poland,"76,455",,
2024,LOT Polish Airlines,Cyprus,Poland,"6,711",,
2024,LOT Polish Airlines,Czech Republic,Poland,"182,494",,
2024,LOT Polish Airlines,Denmark,Poland,"145,702",,
